customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-14065,Male,0,Yes,No,19,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Mailed check,50.79,973.48,Yes
CUST-14066,Female,0,Yes,No,49,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card,34.28,1566.87,No
CUST-14067,Male,0,No,No,9,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,38.93,382.25,No
CUST-14068,Male,0,No,No,31,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Electronic check,98.43,3058.79,No
CUST-14069,Male,0,No,Yes,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,35.05,1867.31,No
CUST-14070,Male,0,Yes,No,14,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,20.9,255.43,No
CUST-14071,Female,0,Yes,Yes,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,82.19,190.16,Yes
CUST-14072,Male,0,No,Yes,36,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,117.55,4181.63,Yes
CUST-14073,Female,0,No,No,39,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,51.78,2013.92,No
CUST-14074,Male,0,Yes,No,71,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,No,Bank transfer,30.1,2055.34,No
CUST-14075,Female,0,Yes,No,39,No,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card,76.18,3038.82,Yes
CUST-14076,Female,0,No,No,55,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Credit card,110.45,6127.38,No
CUST-14077,Male,0,No,Yes,22,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,97.97,2131.71,Yes
CUST-14078,Female,0,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer,81.5,828.09,Yes
CUST-14079,Male,1,No,Yes,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,50.14,3160.74,No
CUST-14080,Male,0,No,No,7,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer,73.27,482.27,No
CUST-14081,Female,0,No,Yes,55,No,No phone service,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card,27.31,1508.21,No
CUST-14082,Female,0,No,Yes,59,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,87.25,5125.61,No
CUST-14083,Female,0,Yes,No,9,Yes,No,DSL,No,No,Yes,Yes,Yes,No,One year,No,Credit card,91.96,876.66,No
CUST-14084,Male,0,Yes,No,38,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card,116.43,4413.8,No
CUST-14085,Female,0,No,Yes,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,44.56,1322.65,No
CUST-14086,Female,1,No,Yes,48,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Two year,No,Bank transfer,19.88,950.35,No
CUST-14087,Male,0,No,Yes,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,73.65,2583.39,No
CUST-14088,Male,1,Yes,No,12,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card,90.09,1107.49,Yes
CUST-14089,Female,0,No,No,35,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer,98.62,3493.55,No
CUST-14090,Male,0,No,Yes,25,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,37.76,947.9,No
CUST-14091,Female,0,Yes,No,3,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Bank transfer,44.7,159.42,No
CUST-14092,Male,0,No,No,63,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,70.28,4436.78,No
CUST-14093,Female,0,Yes,No,37,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card,51.72,1874.71,No
CUST-14094,Female,0,Yes,Yes,21,No,No phone service,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Credit card,105.77,2168.76,No
CUST-14095,Female,0,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,66.32,101.28,Yes
CUST-14096,Female,1,No,No,30,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer,99.56,3062.66,No
CUST-14097,Female,1,Yes,No,10,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card,77.22,690.65,No
CUST-14098,Male,0,No,No,45,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,96.86,4286.97,No
CUST-14099,Female,0,Yes,Yes,61,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,51.93,3095.52,No
CUST-14100,Female,0,No,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,102.8,7029.16,No
CUST-14101,Female,0,No,No,63,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer,46.01,2941.56,No
CUST-14102,Female,0,Yes,Yes,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,73.7,614.48,No
CUST-14103,Male,0,Yes,No,39,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Bank transfer,39.83,1663.66,No
CUST-14104,Female,0,No,No,23,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,66.5,1510.25,No
CUST-14105,Female,0,Yes,No,43,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,One year,No,Electronic check,50.45,2241.13,Yes
CUST-14106,Male,0,No,Yes,59,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,45.2,2707.23,No
CUST-14107,Male,0,Yes,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,116.63,7066.52,No
CUST-14108,Female,0,No,Yes,16,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Electronic check,34.33,528.38,No
CUST-14109,Female,0,Yes,No,64,Yes,No,DSL,No,No,No,No,No,Yes,Two year,Yes,Mailed check,98.31,6248.22,No
CUST-14110,Male,0,No,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,118.38,6562.06,No
CUST-14111,Female,0,No,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.03,1068.96,No
CUST-14112,Female,0,No,No,52,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer,89.3,4583.67,Yes
CUST-14113,Female,0,No,No,55,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer,43.8,2400.25,Yes
CUST-14114,Male,0,No,No,8,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Electronic check,22.13,273.69,No
CUST-14115,Male,0,No,No,21,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Mailed check,59.09,1275.72,No
CUST-14116,Female,0,No,Yes,12,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer,113.39,1332.82,No
CUST-14117,Male,0,No,Yes,47,Yes,Yes,DSL,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,19.2,870.46,Yes
CUST-14118,Male,1,Yes,No,17,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,77.96,1305.26,Yes
CUST-14119,Male,0,Yes,No,39,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,69.14,2800.02,No
CUST-14120,Female,0,No,No,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer,107.09,1659.02,No
CUST-14121,Male,0,Yes,No,14,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,No,Mailed check,26.57,371.89,No
CUST-14122,Male,0,Yes,Yes,14,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer,87.52,1248.55,No
CUST-14123,Male,0,Yes,No,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,87.37,5477.71,No
CUST-14124,Female,0,Yes,Yes,38,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card,86.25,3260.87,No
CUST-14125,Male,0,No,No,12,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,114.12,1321.31,No
CUST-14126,Female,0,No,No,31,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,101.95,3174.93,No
CUST-14127,Male,1,No,Yes,8,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer,22.28,243.97,No
CUST-14128,Female,0,No,No,39,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,66.05,2562.31,Yes
CUST-14129,Male,0,No,Yes,19,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card,58.59,1071.24,No
CUST-14130,Male,0,Yes,No,72,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,49.64,3579.59,No
CUST-14131,Female,0,Yes,Yes,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,64.04,3889.3,No
CUST-14132,Female,0,No,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card,57.19,2448.24,No
CUST-14133,Male,0,No,Yes,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,62.1,2356.6,No
CUST-14134,Female,0,Yes,No,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,117.88,6998.66,No
CUST-14135,Male,0,No,No,70,No,No phone service,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer,27.04,1885.61,No
CUST-14136,Female,0,No,No,47,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,Two year,Yes,Mailed check,112.07,5350.26,No
CUST-14137,Male,1,No,Yes,17,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer,66.98,1234.15,Yes
CUST-14138,Female,0,Yes,No,15,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,81.62,1257.5,Yes
CUST-14139,Male,1,Yes,No,54,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,102.68,5471.33,No
CUST-14140,Male,0,Yes,No,38,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,54.77,1987.26,Yes
CUST-14141,Female,0,Yes,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,61.9,4216.47,No
CUST-14142,Female,0,Yes,Yes,58,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,59.77,3478.9,No
CUST-14143,Male,0,No,Yes,61,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,56.22,3511.2,No
CUST-14144,Male,0,Yes,Yes,12,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Credit card,112.4,1281.87,Yes
CUST-14145,Male,0,No,No,5,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,Yes,Credit card,102.55,504.69,No
CUST-14146,Female,0,Yes,Yes,59,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,29.12,1769.54,No
CUST-14147,Male,0,Yes,Yes,13,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,29.03,340.9,No
CUST-14148,Female,0,Yes,Yes,53,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer,61.64,3317.66,No
CUST-14149,Female,0,No,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,28.06,78.04,No
CUST-14150,Female,0,Yes,No,38,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card,81.15,3085.1,No
CUST-14151,Female,0,Yes,No,71,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card,32.66,2259.68,No
CUST-14152,Female,0,Yes,Yes,24,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Credit card,71.28,1723.29,No
CUST-14153,Female,0,Yes,Yes,31,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card,18.74,690.58,No
CUST-14154,Female,0,No,No,58,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,50.29,2936.22,Yes
CUST-14155,Female,0,No,Yes,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer,87.07,5358.75,Yes
CUST-14156,Male,1,No,Yes,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,67.37,2562.47,No
CUST-14157,Male,0,No,No,52,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Credit card,117.78,6086.48,No
CUST-14158,Female,1,No,Yes,66,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Credit card,107.16,7158.62,No
CUST-14159,Male,0,Yes,Yes,27,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,54.63,1411.26,No
CUST-14160,Female,1,No,No,2,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,No,Bank transfer,22.64,58.92,No
CUST-14161,Female,0,Yes,Yes,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,104.25,2265.57,No
CUST-14162,Female,0,Yes,No,37,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer,110.95,4061.81,No
CUST-14163,Female,1,No,No,71,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,101.7,7224.86,No
CUST-14164,Female,1,No,Yes,71,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card,31.05,2262.41,No
CUST-14165,Female,0,Yes,Yes,61,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Credit card,119.79,7194.41,Yes
CUST-14166,Female,0,No,No,56,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card,44.38,2531.62,No
CUST-14167,Female,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,91.87,454.95,Yes
CUST-14168,Female,1,Yes,No,31,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,110.62,3501.32,No
CUST-14169,Male,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,42.04,336.99,Yes
CUST-14170,Male,0,No,Yes,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,110.64,151.94,Yes
CUST-14171,Male,1,Yes,No,58,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,49.57,2847.91,Yes
CUST-14172,Male,0,Yes,Yes,48,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Credit card,117.59,5616.12,Yes
CUST-14173,Female,0,No,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,46.69,2697.7,No
CUST-14174,Female,0,Yes,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,115.25,3434.07,No
CUST-14175,Female,0,No,Yes,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer,23.46,1494.89,No
CUST-14176,Male,0,No,No,61,No,No phone service,DSL,No,No,No,Yes,Yes,No,One year,No,Credit card,90.35,5506.6,No
CUST-14177,Male,0,No,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card,72.28,3697.87,No
CUST-14178,Male,0,Yes,No,40,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card,66.74,2659.94,No
CUST-14179,Male,0,Yes,No,30,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Bank transfer,40.8,1238.34,No
CUST-14180,Male,0,No,No,21,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,89.97,1893.62,Yes
CUST-14181,Female,0,No,Yes,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,37.46,43.28,No
CUST-14182,Female,0,Yes,No,12,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,74.39,877.64,No
CUST-14183,Female,1,No,Yes,44,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,43.83,1934.21,No
CUST-14184,Male,0,No,Yes,41,Yes,No,DSL,No,No,No,No,Yes,No,One year,No,Mailed check,115.47,4722.41,Yes
CUST-14185,Female,1,Yes,Yes,48,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card,20.92,929.52,No
CUST-14186,Male,0,No,No,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card,38.37,790.19,No
CUST-14187,Female,0,No,Yes,53,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,42.72,2215.55,Yes
CUST-14188,Male,1,No,No,35,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,60.23,2045.94,Yes
CUST-14189,Female,1,Yes,Yes,0,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card,41.74,2.04,Yes
CUST-14190,Male,0,Yes,No,14,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,68.12,937.89,No
CUST-14191,Female,0,No,Yes,16,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,Two year,No,Bank transfer,106.99,1741.91,No
CUST-14192,Male,0,Yes,No,23,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,90.63,2128.12,Yes
CUST-14193,Female,0,No,Yes,57,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,77.16,4434.15,No
CUST-14194,Female,0,Yes,No,71,Yes,No,DSL,No,No,No,No,No,Yes,Two year,Yes,Mailed check,27.08,1922.59,No
CUST-14195,Female,0,Yes,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,88.79,1981.04,No
CUST-14196,Male,0,No,Yes,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,34.97,1495.65,No
CUST-14197,Male,0,Yes,Yes,71,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card,98.21,7027.63,No
CUST-14198,Female,0,Yes,Yes,7,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,43.51,284.33,Yes
CUST-14199,Female,0,Yes,No,58,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,60.54,3609.82,No
CUST-14200,Female,0,Yes,Yes,58,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer,53.75,3173.74,No
CUST-14201,Male,0,Yes,No,12,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Electronic check,105.6,1257.34,No
CUST-14202,Male,0,No,No,38,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Bank transfer,30.91,1175.65,No
CUST-14203,Female,0,No,Yes,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer,75.7,2103.1,No
CUST-14204,Female,0,No,Yes,60,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,32.49,1836.39,No
CUST-14205,Male,0,Yes,No,15,No,No phone service,DSL,No,No,Yes,No,No,No,One year,Yes,Mailed check,89.89,1340.34,No
CUST-14206,Male,0,Yes,Yes,1,Yes,No,DSL,No,No,No,No,Yes,No,One year,No,Credit card,110.32,195.39,No
CUST-14207,Male,0,No,No,16,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Two year,No,Bank transfer,62.33,1039.52,No
CUST-14208,Female,1,No,No,29,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,67.79,1924.02,No
CUST-14209,Male,0,Yes,No,12,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,112.6,1366.92,Yes
CUST-14210,Male,0,No,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,71.14,804.85,Yes
CUST-14211,Female,0,No,No,42,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,No,Mailed check,67.74,2828.01,No
CUST-14212,Male,0,Yes,No,20,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Electronic check,76.99,1556.49,No
CUST-14213,Male,1,No,No,54,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,88.3,4793.69,No
CUST-14214,Female,0,No,Yes,39,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,28.9,1163.57,No
CUST-14215,Male,0,Yes,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,101.75,1486.19,No
CUST-14216,Female,0,Yes,No,72,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,No,Electronic check,62.42,4434.55,No
CUST-14217,Female,0,No,Yes,51,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,25.38,1295.58,No
CUST-14218,Female,1,No,No,52,No,No phone service,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,98.19,5063.36,No
CUST-14219,Female,1,No,No,51,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Electronic check,56.45,2859.01,No
CUST-14220,Male,0,Yes,Yes,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,28.24,781.24,No
CUST-14221,Female,0,No,Yes,32,Yes,Yes,DSL,No,No,No,Yes,No,Yes,One year,No,Mailed check,82.65,2669.77,No
CUST-14222,Male,0,No,No,56,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Mailed check,107.77,6087.77,Yes
CUST-14223,Male,1,No,Yes,51,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,108.55,5591.4,No
CUST-14224,Male,0,No,No,8,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card,115.68,870.18,No
CUST-14225,Male,1,Yes,No,53,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,106.51,5638.87,No
CUST-14226,Female,0,No,No,0,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,18.22,0.0,Yes
CUST-14227,Male,0,No,No,43,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,56.78,2383.23,Yes
CUST-14228,Male,0,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,101.49,778.83,Yes
CUST-14229,Male,0,No,Yes,31,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Credit card,55.36,1733.32,No
CUST-14230,Female,0,No,No,14,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,79.36,1136.99,No
CUST-14231,Male,0,No,Yes,11,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,79.84,910.95,No
CUST-14232,Male,1,No,No,56,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,55.23,3122.5,No
CUST-14233,Male,0,No,No,7,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,110.26,729.43,No
CUST-14234,Male,0,Yes,Yes,71,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Mailed check,69.33,4981.57,No
CUST-14235,Female,1,Yes,No,26,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,65.41,1740.82,No
CUST-14236,Female,0,No,No,61,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,119.75,7284.12,No
CUST-14237,Female,0,Yes,No,11,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Electronic check,68.34,732.99,No
CUST-14238,Female,1,No,No,64,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,No,Bank transfer,36.2,2283.92,No
CUST-14239,Female,0,Yes,No,41,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card,70.33,2818.94,No
CUST-14240,Male,0,Yes,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,101.03,6196.13,Yes
CUST-14241,Female,0,Yes,Yes,10,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,No,Bank transfer,97.24,1013.5,No
CUST-14242,Female,0,No,No,42,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,98.44,4088.18,Yes
CUST-14243,Male,1,Yes,Yes,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,90.22,1381.93,No
CUST-14244,Female,0,No,No,31,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card,43.93,1315.0,No
